variable,permutation,dropout_loss,label,Year
FieldINIAGRAPE.ONE.14,2,4022.10496154752,Other,2017
FieldINIAGRAPE.ONE.15,2,3945.65661584273,Other,2017
FieldSABLE.14,2,4007.83117399897,Other,2017
FieldSABLE.16,2,3945.65661584273,Other,2017
FieldTHOMPSON.00,2,3940.44666751042,Other,2017
FieldTHOMPSON.07,2,4002.3850357302,Other,2017
FieldTHOMPSON.08,2,3940.02644782598,Other,2017
FieldTHOMPSON.96,2,3986.76045557412,Other,2017
FieldTIMCO.14.CR,2,4025.02766466835,Other,2017
Area_He,2,3981.46884398374,Other,2017
Average_Temp,2,3945.65661584273,Other,2017
Max_Temp,2,3945.65661584273,Other,2017
Min_Temp,2,3945.65661584273,Other,2017
Average_Hum,2,3945.65661584273,Other,2017
Average_Evapotranspiration,2,3945.65661584273,Other,2017
Accumulated_degree_Days,2,3945.65661584273,Other,2017
B1_mean,2,3913.00666637743,Remote Sensing,2017
B2_mean,2,3802.65360098459,Remote Sensing,2017
B3_mean,2,3972.23017679387,Remote Sensing,2017
B4_mean,2,3991.81335456787,Remote Sensing,2017
B5_mean,2,3955.62469428253,Remote Sensing,2017
B6_mean,2,4003.45676828154,Remote Sensing,2017
B7_mean,2,4001.53552638988,Remote Sensing,2017
B8_mean,2,3968.47239796335,Remote Sensing,2017
B8A_mean,2,4053.31085088539,Remote Sensing,2017
B9_mean,2,4096.48553141425,Remote Sensing,2017
B10_mean,2,4182.61460362849,Remote Sensing,2017
B11_mean,2,4050.41085774423,Remote Sensing,2017
B12_mean,2,4215.18237651737,Remote Sensing,2017
EVI,2,4144.12763415042,Remote Sensing,2017
GNDVI,2,4022.4366151445,Remote Sensing,2017
NDVI,2,3985.13126106126,Remote Sensing,2017
VarietyCRIMSON,3,4016.75286119041,Other,2017
VarietyINIAGRAPEONE,3,4086.51901452396,Other,2017
VarietySABLE,3,4076.85319851966,Other,2017
VarietyTHOMPSON,3,3960.00423283941,Other,2017
VarietyTIMCO,3,3938.72936319521,Other,2017
FieldCRIMSON..99.00,3,3854.65735248129,Other,2017
FieldCRIMSON.04,3,3891.64443496568,Other,2017
FieldINIAGRAPE.ONE.14,3,3945.65661584273,Other,2017
FieldINIAGRAPE.ONE.15,3,3945.65661584273,Other,2017
FieldSABLE.14,3,3945.65661584273,Other,2017
FieldSABLE.16,3,3945.65661584273,Other,2017
FieldTHOMPSON.00,3,3940.44666751042,Other,2017
FieldTHOMPSON.07,3,3945.65661584273,Other,2017
FieldTHOMPSON.08,3,3940.02644782598,Other,2017
FieldTHOMPSON.96,3,3947.41028246273,Other,2017
FieldTIMCO.14.CR,3,3945.65661584273,Other,2017
Area_He,3,4048.04750696657,Other,2017
Average_Temp,3,3945.65661584273,Other,2017
Max_Temp,3,3945.65661584273,Other,2017
Min_Temp,3,3945.65661584273,Other,2017
Average_Hum,3,3945.65661584273,Other,2017
Average_Evapotranspiration,3,3945.65661584273,Other,2017
Accumulated_degree_Days,3,3945.65661584273,Other,2017
B1_mean,3,3859.80045845891,Remote Sensing,2017
B2_mean,3,3970.10696220379,Remote Sensing,2017
B3_mean,3,4022.27669084341,Remote Sensing,2017
B4_mean,3,4342.99857966579,Remote Sensing,2017
B5_mean,3,3905.33668825212,Remote Sensing,2017
B6_mean,3,4105.34192821307,Remote Sensing,2017
B7_mean,3,4056.49791154591,Remote Sensing,2017
B8_mean,3,4163.8344031857,Remote Sensing,2017
B8A_mean,3,4170.04367434503,Remote Sensing,2017
B9_mean,3,4095.15077988529,Remote Sensing,2017
B10_mean,3,4109.82257137198,Remote Sensing,2017
B11_mean,3,4164.08854605211,Remote Sensing,2017
B12_mean,3,3968.03451786725,Remote Sensing,2017
EVI,3,3952.47911534639,Remote Sensing,2017
GNDVI,3,4028.21396436628,Remote Sensing,2017
NDVI,3,3934.39752558887,Remote Sensing,2017
VarietyCRIMSON,4,3973.77950406894,Other,2017
VarietyINIAGRAPEONE,4,4090.77336126745,Other,2017
VarietySABLE,4,4098.58723540281,Other,2017
VarietyTHOMPSON,4,3993.82850195098,Other,2017
VarietyTIMCO,4,3983.75177566617,Other,2017
FieldCRIMSON..99.00,4,3945.65661584273,Other,2017
FieldCRIMSON.04,4,4010.22012837307,Other,2017
FieldINIAGRAPE.ONE.14,4,4005.10875570333,Other,2017
FieldINIAGRAPE.ONE.15,4,3945.65661584273,Other,2017
FieldSABLE.14,4,4220.36890597179,Other,2017
FieldSABLE.16,4,3945.65661584273,Other,2017
FieldTHOMPSON.00,4,3945.65661584273,Other,2017
FieldTHOMPSON.07,4,4002.3850357302,Other,2017
FieldTHOMPSON.08,4,3948.90307000683,Other,2017
FieldTHOMPSON.96,4,3986.36318781869,Other,2017
FieldTIMCO.14.CR,4,3929.55027948598,Other,2017
Area_He,4,3952.89040163125,Other,2017
Average_Temp,4,3945.65661584273,Other,2017
Max_Temp,4,3945.65661584273,Other,2017
Min_Temp,4,3945.65661584273,Other,2017
Average_Hum,4,3945.65661584273,Other,2017
Average_Evapotranspiration,4,3945.65661584273,Other,2017
Accumulated_degree_Days,4,3945.65661584273,Other,2017
B1_mean,4,3884.50109892794,Remote Sensing,2017
B2_mean,4,3895.16091518591,Remote Sensing,2017
B3_mean,4,4067.82176358358,Remote Sensing,2017
B4_mean,4,4355.07785732579,Remote Sensing,2017
B5_mean,4,4150.92372232285,Remote Sensing,2017
B6_mean,4,3981.88252408349,Remote Sensing,2017
B7_mean,4,4009.81791790525,Remote Sensing,2017
B8_mean,4,4050.73924747107,Remote Sensing,2017
B8A_mean,4,4154.45655214947,Remote Sensing,2017
B9_mean,4,4020.14507543567,Remote Sensing,2017
B10_mean,4,4201.76820868149,Remote Sensing,2017
B11_mean,4,4196.19530690048,Remote Sensing,2017
B12_mean,4,4244.55033584273,Remote Sensing,2017
EVI,4,4144.79302235736,Remote Sensing,2017
GNDVI,4,4028.78848895953,Remote Sensing,2017
NDVI,4,3970.03300462196,Remote Sensing,2017
VarietyCRIMSON,5,4016.75286119041,Other,2017
VarietyINIAGRAPEONE,5,4095.99911364358,Other,2017
VarietySABLE,5,3945.65661584273,Other,2017
VarietyTHOMPSON,5,4182.03988597181,Other,2017
VarietyTIMCO,5,3983.75177566617,Other,2017
FieldCRIMSON..99.00,5,3949.67819317861,Other,2017
FieldCRIMSON.04,5,3891.64443496568,Other,2017
FieldINIAGRAPE.ONE.14,5,4008.78945389875,Other,2017
FieldINIAGRAPE.ONE.15,5,3945.65661584273,Other,2017
FieldSABLE.14,5,4045.64238038282,Other,2017
FieldSABLE.16,5,3945.65661584273,Other,2017
FieldTHOMPSON.00,5,4027.62730136123,Other,2017
FieldTHOMPSON.07,5,4010.60351920319,Other,2017
FieldTHOMPSON.08,5,3935.46283798111,Other,2017
FieldTHOMPSON.96,5,3944.8502329494,Other,2017
FieldTIMCO.14.CR,5,4012.26557584522,Other,2017
Area_He,5,4101.39712083195,Other,2017
Average_Temp,5,3945.65661584273,Other,2017
Max_Temp,5,3945.65661584273,Other,2017
Min_Temp,5,3945.65661584273,Other,2017
Average_Hum,5,3945.65661584273,Other,2017
Average_Evapotranspiration,5,3945.65661584273,Other,2017
Accumulated_degree_Days,5,3945.65661584273,Other,2017
B1_mean,5,3850.66965610563,Remote Sensing,2017
B2_mean,5,3852.4668859881,Remote Sensing,2017
B3_mean,5,3986.21065350883,Remote Sensing,2017
B4_mean,5,3995.08428643899,Remote Sensing,2017
B5_mean,5,3958.64411551926,Remote Sensing,2017
B6_mean,5,4100.3557235207,Remote Sensing,2017
B7_mean,5,4101.23835089252,Remote Sensing,2017
B8_mean,5,4062.01674855407,Remote Sensing,2017
B8A_mean,5,4027.15476554855,Remote Sensing,2017
B9_mean,5,4052.7917045004,Remote Sensing,2017
B10_mean,5,4074.36893239402,Remote Sensing,2017
B11_mean,5,4034.08905620591,Remote Sensing,2017
B12_mean,5,4160.60638427752,Remote Sensing,2017
EVI,5,4173.4550325808,Remote Sensing,2017
GNDVI,5,3999.65437195982,Remote Sensing,2017
NDVI,5,4014.54374956704,Remote Sensing,2017
VarietyCRIMSON,6,3973.77950406894,Other,2017
VarietyINIAGRAPEONE,6,4080.84477322626,Other,2017
VarietySABLE,6,4050.34504108431,Other,2017
VarietyTHOMPSON,6,3986.91951319823,Other,2017
VarietyTIMCO,6,4083.25352399418,Other,2017
FieldCRIMSON..99.00,6,3990.84492545096,Other,2017
FieldCRIMSON.04,6,3763.04783015131,Other,2017
FieldINIAGRAPE.ONE.14,6,4015.16026647339,Other,2017
FieldINIAGRAPE.ONE.15,6,3945.65661584273,Other,2017
FieldSABLE.14,6,4045.64238038282,Other,2017
FieldSABLE.16,6,3945.65661584273,Other,2017
FieldTHOMPSON.00,6,3956.87478768286,Other,2017
FieldTHOMPSON.07,6,3954.85156216072,Other,2017
FieldTHOMPSON.08,6,3937.21211048714,Other,2017
FieldTHOMPSON.96,6,4161.84969151638,Other,2017
FieldTIMCO.14.CR,6,3965.71161477131,Other,2017
Area_He,6,4103.4044157328,Other,2017
Average_Temp,6,3945.65661584273,Other,2017
Max_Temp,6,3945.65661584273,Other,2017
Min_Temp,6,3945.65661584273,Other,2017
Average_Hum,6,3945.65661584273,Other,2017
Average_Evapotranspiration,6,3945.65661584273,Other,2017
Accumulated_degree_Days,6,3945.65661584273,Other,2017
B1_mean,6,3966.02584935313,Remote Sensing,2017
B2_mean,6,3940.98383345822,Remote Sensing,2017
B3_mean,6,3954.91096958557,Remote Sensing,2017
B4_mean,6,3844.95444984311,Remote Sensing,2017
B5_mean,6,4081.6957565874,Remote Sensing,2017
B6_mean,6,3974.32207241491,Remote Sensing,2017
B7_mean,6,3990.80925388109,Remote Sensing,2017
B8_mean,6,4005.95408546632,Remote Sensing,2017
B8A_mean,6,4047.18302089314,Remote Sensing,2017
B9_mean,6,4075.167738586,Remote Sensing,2017
B10_mean,6,4061.98180243539,Remote Sensing,2017
B11_mean,6,4083.48513685518,Remote Sensing,2017
B12_mean,6,4074.01706572231,Remote Sensing,2017
EVI,6,4183.8835142518,Remote Sensing,2017
GNDVI,6,4015.02812755999,Remote Sensing,2017
NDVI,6,3952.13192945906,Remote Sensing,2017
VarietyCRIMSON,7,4010.69872473157,Other,2017
VarietyINIAGRAPEONE,7,4086.51901452396,Other,2017
VarietySABLE,7,4076.85319851966,Other,2017
VarietyTHOMPSON,7,3950.58517328515,Other,2017
VarietyTIMCO,7,3940.81882745102,Other,2017
FieldCRIMSON..99.00,7,3992.2177095611,Other,2017
FieldCRIMSON.04,7,3848.34738987697,Other,2017
FieldINIAGRAPE.ONE.14,7,4024.55114670877,Other,2017
FieldINIAGRAPE.ONE.15,7,3945.65661584273,Other,2017
FieldSABLE.14,7,4011.44629125284,Other,2017
FieldSABLE.16,7,3945.65661584273,Other,2017
FieldTHOMPSON.00,7,3947.69662511382,Other,2017
FieldTHOMPSON.07,7,3945.65661584273,Other,2017
FieldTHOMPSON.08,7,3940.02644782598,Other,2017
FieldTHOMPSON.96,7,3944.8502329494,Other,2017
FieldTIMCO.14.CR,7,3929.55027948598,Other,2017
Area_He,7,3957.94624060558,Other,2017
Average_Temp,7,3945.65661584273,Other,2017
Max_Temp,7,3945.65661584273,Other,2017
Min_Temp,7,3945.65661584273,Other,2017
Average_Hum,7,3945.65661584273,Other,2017
Average_Evapotranspiration,7,3945.65661584273,Other,2017
Accumulated_degree_Days,7,3945.65661584273,Other,2017
B1_mean,7,3905.90091210569,Remote Sensing,2017
B2_mean,7,3964.92763595405,Remote Sensing,2017
B3_mean,7,4566.56381454547,Remote Sensing,2017
B4_mean,7,3877.11883949579,Remote Sensing,2017
B5_mean,7,4209.47399486876,Remote Sensing,2017
B6_mean,7,4107.21518325293,Remote Sensing,2017
B7_mean,7,4119.92573077056,Remote Sensing,2017
B8_mean,7,4128.0619754162,Remote Sensing,2017
B8A_mean,7,4111.73102646473,Remote Sensing,2017
B9_mean,7,4028.92685745993,Remote Sensing,2017
B10_mean,7,4124.86063461477,Remote Sensing,2017
B11_mean,7,4136.89302021672,Remote Sensing,2017
B12_mean,7,4190.10210398617,Remote Sensing,2017
EVI,7,4138.03825464305,Remote Sensing,2017
GNDVI,7,4011.4408866258,Remote Sensing,2017
NDVI,7,4043.34525722647,Remote Sensing,2017
VarietyCRIMSON,8,3939.49322157376,Other,2017
VarietyINIAGRAPEONE,8,4095.99911364358,Other,2017
VarietySABLE,8,4050.34504108431,Other,2017
VarietyTHOMPSON,8,4095.02366634712,Other,2017
VarietyTIMCO,8,3849.59281485427,Other,2017
FieldCRIMSON..99.00,8,3949.67819317861,Other,2017
FieldCRIMSON.04,8,4014.54340729799,Other,2017
FieldINIAGRAPE.ONE.14,8,4015.67302789635,Other,2017
FieldINIAGRAPE.ONE.15,8,3945.65661584273,Other,2017
FieldSABLE.14,8,4011.44629125284,Other,2017
FieldSABLE.16,8,3945.65661584273,Other,2017
FieldTHOMPSON.00,8,3945.65661584273,Other,2017
FieldTHOMPSON.07,8,4010.60351920319,Other,2017
FieldTHOMPSON.08,8,3942.62849019593,Other,2017
FieldTHOMPSON.96,8,3977.13625905755,Other,2017
FieldTIMCO.14.CR,8,3945.65661584273,Other,2017
Area_He,8,4034.88151537646,Other,2017
Average_Temp,8,3945.65661584273,Other,2017
Max_Temp,8,3945.65661584273,Other,2017
Min_Temp,8,3945.65661584273,Other,2017
Average_Hum,8,3945.65661584273,Other,2017
Average_Evapotranspiration,8,3945.65661584273,Other,2017
Accumulated_degree_Days,8,3945.65661584273,Other,2017
B1_mean,8,3951.45088680499,Remote Sensing,2017
B2_mean,8,3981.80422852667,Remote Sensing,2017
B3_mean,8,4590.24924217997,Remote Sensing,2017
B4_mean,8,4031.87689637986,Remote Sensing,2017
B5_mean,8,4344.58174389112,Remote Sensing,2017
B6_mean,8,4015.60419799104,Remote Sensing,2017
B7_mean,8,4113.48559982667,Remote Sensing,2017
B8_mean,8,4064.22854997203,Remote Sensing,2017
B8A_mean,8,4083.17604686306,Remote Sensing,2017
B9_mean,8,4034.67950466393,Remote Sensing,2017
B10_mean,8,4096.65801969342,Remote Sensing,2017
B11_mean,8,4215.62225527918,Remote Sensing,2017
B12_mean,8,4194.88961390188,Remote Sensing,2017
EVI,8,4169.84520323228,Remote Sensing,2017
GNDVI,8,4031.6205009834,Remote Sensing,2017
NDVI,8,4052.86944261962,Remote Sensing,2017
VarietyCRIMSON,9,3878.84247501811,Other,2017
VarietyINIAGRAPEONE,9,4069.71513554185,Other,2017
VarietySABLE,9,3981.43972423714,Other,2017
VarietyTHOMPSON,9,4107.34101734709,Other,2017
VarietyTIMCO,9,3940.81882745102,Other,2017
FieldCRIMSON..99.00,9,3990.84492545096,Other,2017
FieldCRIMSON.04,9,3848.34738987697,Other,2017
FieldINIAGRAPE.ONE.14,9,4024.55114670877,Other,2017
FieldINIAGRAPE.ONE.15,9,3945.65661584273,Other,2017
FieldSABLE.14,9,4043.8922021247,Other,2017
FieldSABLE.16,9,3945.65661584273,Other,2017
FieldTHOMPSON.00,9,3963.12661923311,Other,2017
FieldTHOMPSON.07,9,3962.5523260054,Other,2017
FieldTHOMPSON.08,9,3935.9887320414,Other,2017
FieldTHOMPSON.96,9,3933.8531471371,Other,2017
FieldTIMCO.14.CR,9,4037.44363416081,Other,2017
Area_He,9,4086.67988500577,Other,2017
Average_Temp,9,3945.65661584273,Other,2017
Max_Temp,9,3945.65661584273,Other,2017
Min_Temp,9,3945.65661584273,Other,2017
Average_Hum,9,3945.65661584273,Other,2017
Average_Evapotranspiration,9,3945.65661584273,Other,2017
Accumulated_degree_Days,9,3945.65661584273,Other,2017
B1_mean,9,3888.97352501738,Remote Sensing,2017
B2_mean,9,3860.75102221536,Remote Sensing,2017
B3_mean,9,3920.23660425042,Remote Sensing,2017
B4_mean,9,3903.74663433927,Remote Sensing,2017
B5_mean,9,3947.8174951605,Remote Sensing,2017
B6_mean,9,4085.26758455156,Remote Sensing,2017
B7_mean,9,4109.47604620648,Remote Sensing,2017
B8_mean,9,4006.36447528475,Remote Sensing,2017
B8A_mean,9,4194.41377117631,Remote Sensing,2017
B9_mean,9,4087.87431577988,Remote Sensing,2017
B10_mean,9,4387.81884898901,Remote Sensing,2017
B11_mean,9,4136.17174462111,Remote Sensing,2017
B12_mean,9,4132.76864870965,Remote Sensing,2017
EVI,9,4074.05279230145,Remote Sensing,2017
GNDVI,9,3952.42674927452,Remote Sensing,2017
NDVI,9,4008.76496378412,Remote Sensing,2017
VarietyCRIMSON,10,4074.7337420187,Other,2017
VarietyINIAGRAPEONE,10,4080.60853251121,Other,2017
VarietySABLE,10,4098.58723540281,Other,2017
VarietyTHOMPSON,10,4071.61089081677,Other,2017
VarietyTIMCO,10,3945.65661584273,Other,2017
FieldCRIMSON..99.00,10,3990.84492545096,Other,2017
FieldCRIMSON.04,10,3891.64443496568,Other,2017
FieldINIAGRAPE.ONE.14,10,4019.85608084675,Other,2017
FieldINIAGRAPE.ONE.15,10,3945.65661584273,Other,2017
FieldSABLE.14,10,4029.80830054229,Other,2017
FieldSABLE.16,10,3945.65661584273,Other,2017
FieldTHOMPSON.00,10,3947.69662511382,Other,2017
FieldTHOMPSON.07,10,3979.33287351635,Other,2017
FieldTHOMPSON.08,10,3937.21211048714,Other,2017
FieldTHOMPSON.96,10,4161.84969151638,Other,2017
FieldTIMCO.14.CR,10,3945.65661584273,Other,2017
Area_He,10,4085.84355917385,Other,2017
Average_Temp,10,3945.65661584273,Other,2017
Max_Temp,10,3945.65661584273,Other,2017
Min_Temp,10,3945.65661584273,Other,2017
Average_Hum,10,3945.65661584273,Other,2017
Average_Evapotranspiration,10,3945.65661584273,Other,2017
Accumulated_degree_Days,10,3945.65661584273,Other,2017
B1_mean,10,3904.52248801148,Remote Sensing,2017
B2_mean,10,3851.28329653911,Remote Sensing,2017
B3_mean,10,4100.77096424806,Remote Sensing,2017
B4_mean,10,4405.97545000701,Remote Sensing,2017
B5_mean,10,3966.35062286288,Remote Sensing,2017
B6_mean,10,4077.78178709844,Remote Sensing,2017
B7_mean,10,4049.52203183127,Remote Sensing,2017
B8_mean,10,4115.15646288481,Remote Sensing,2017
B8A_mean,10,4157.33775772161,Remote Sensing,2017
B9_mean,10,4031.92632243759,Remote Sensing,2017
B10_mean,10,4009.69852249236,Remote Sensing,2017
B11_mean,10,3981.73630246932,Remote Sensing,2017
B12_mean,10,4083.27482118515,Remote Sensing,2017
EVI,10,4021.99116544564,Remote Sensing,2017
GNDVI,10,3967.25193821184,Remote Sensing,2017
NDVI,10,3881.78492566632,Remote Sensing,2017
FieldINIAGRAPE.ONE.15,0,6117.6926625116,Other,2018
Average_Temp,0,6119.54739701369,Other,2018
Max_Temp,0,6119.54739701369,Other,2018
Min_Temp,0,6119.54739701369,Other,2018
Average_Hum,0,6119.54739701369,Other,2018
Average_Evapotranspiration,0,6119.54739701369,Other,2018
Accumulated_degree_Days,0,6119.54739701369,Other,2018
FieldTIMCO.14.CR,0,6124.78681948902,Other,2018
FieldTHOMPSON.00,0,6137.97057778427,Other,2018
FieldSABLE.14,0,6138.53856033838,Other,2018
FieldTHOMPSON.08,0,6142.69554414145,Other,2018
FieldTHOMPSON.07,0,6160.34800034895,Other,2018
FieldTHOMPSON.96,0,6162.6069196579,Other,2018
FieldINIAGRAPE.ONE.14,0,6165.75315776832,Other,2018
VarietyTIMCO,0,6166.62984666392,Other,2018
FieldCRIMSON..99.00,0,6170.10401085649,Other,2018
VarietyINIAGRAPEONE,0,6222.93850484994,Other,2018
FieldCRIMSON.04,0,6286.41721957365,Other,2018
B11_mean,0,6287.0811111261,Remote Sensing,2018
B10_mean,0,6324.18763077673,Remote Sensing,2018
Area_He,0,6324.67101437271,Other,2018
VarietySABLE,0,6386.86411108687,Other,2018
B9_mean,0,6388.98248193781,Remote Sensing,2018
B7_mean,0,6416.93566441669,Remote Sensing,2018
FieldSABLE.16,0,6421.48909712837,Other,2018
B8A_mean,0,6434.53719900243,Remote Sensing,2018
B6_mean,0,6446.22703204875,Remote Sensing,2018
VarietyTHOMPSON,0,6447.70442190874,Other,2018
VarietyCRIMSON,0,6450.88659000892,Other,2018
B8_mean,0,6482.8221617838,Remote Sensing,2018
EVI,0,6503.83936879165,Remote Sensing,2018
B12_mean,0,6616.13327034286,Remote Sensing,2018
NDVI,0,6738.41066282404,Remote Sensing,2018
B5_mean,0,6818.25983298943,Remote Sensing,2018
B2_mean,0,6877.04911704106,Remote Sensing,2018
GNDVI,0,6879.56955560814,Remote Sensing,2018
B3_mean,0,6935.28269416397,Remote Sensing,2018
B4_mean,0,6992.076075033,Remote Sensing,2018
B1_mean,0,7002.19765378207,Remote Sensing,2018
VarietyCRIMSON,1,6333.83743904276,Other,2018
VarietyINIAGRAPEONE,1,6176.00552940737,Other,2018
VarietySABLE,1,6315.61024087767,Other,2018
VarietyTHOMPSON,1,6543.30308425511,Other,2018
VarietyTIMCO,1,6171.37059505203,Other,2018
FieldCRIMSON..99.00,1,6200.7274489249,Other,2018
FieldCRIMSON.04,1,6119.54739701369,Other,2018
FieldINIAGRAPE.ONE.14,1,6119.54739701369,Other,2018
FieldINIAGRAPE.ONE.15,1,6149.89574539203,Other,2018
FieldSABLE.14,1,6119.54739701369,Other,2018
FieldSABLE.16,1,6465.5892327392,Other,2018
FieldTHOMPSON.00,1,6115.75552999751,Other,2018
FieldTHOMPSON.07,1,6163.78317263632,Other,2018
FieldTHOMPSON.08,1,6124.92336496831,Other,2018
FieldTHOMPSON.96,1,6122.51477698235,Other,2018
FieldTIMCO.14.CR,1,6095.46372086368,Other,2018
Area_He,1,6356.67135555131,Other,2018
Average_Temp,1,6119.54739701369,Other,2018
Max_Temp,1,6119.54739701369,Other,2018
Min_Temp,1,6119.54739701369,Other,2018
Average_Hum,1,6119.54739701369,Other,2018
Average_Evapotranspiration,1,6119.54739701369,Other,2018
Accumulated_degree_Days,1,6119.54739701369,Other,2018
B1_mean,1,7144.75848736884,Remote Sensing,2018
B2_mean,1,6896.52161228642,Remote Sensing,2018
B3_mean,1,6994.57637771517,Remote Sensing,2018
B4_mean,1,7488.93230720615,Remote Sensing,2018
B5_mean,1,6524.23085255781,Remote Sensing,2018
B6_mean,1,6507.66442627298,Remote Sensing,2018
B7_mean,1,6396.90713988771,Remote Sensing,2018
B8_mean,1,6052.28054943445,Remote Sensing,2018
B8A_mean,1,6508.00540174302,Remote Sensing,2018
B9_mean,1,6488.41236903153,Remote Sensing,2018
B10_mean,1,6372.5840960515,Remote Sensing,2018
B11_mean,1,6341.49248220279,Remote Sensing,2018
B12_mean,1,6623.42095209514,Remote Sensing,2018
EVI,1,6470.48790821692,Remote Sensing,2018
GNDVI,1,6607.22643818287,Remote Sensing,2018
NDVI,1,7092.14758896339,Remote Sensing,2018
VarietyCRIMSON,2,6310.00820395535,Other,2018
VarietyINIAGRAPEONE,2,6254.71913568761,Other,2018
VarietySABLE,2,6458.70158583168,Other,2018
VarietyTHOMPSON,2,6427.42904053935,Other,2018
VarietyTIMCO,2,6210.59281556901,Other,2018
FieldCRIMSON..99.00,2,6115.7284411301,Other,2018
FieldCRIMSON.04,2,6216.75316146632,Other,2018
FieldINIAGRAPE.ONE.14,2,6233.35473674713,Other,2018
FieldINIAGRAPE.ONE.15,2,6103.03594873223,Other,2018
FieldSABLE.14,2,6161.29895899481,Other,2018
FieldSABLE.16,2,6401.92630201148,Other,2018
FieldTHOMPSON.00,2,6119.54739701369,Other,2018
FieldTHOMPSON.07,2,6147.24401414398,Other,2018
FieldTHOMPSON.08,2,6124.92336496831,Other,2018
FieldTHOMPSON.96,2,6125.57212465936,Other,2018
FieldTIMCO.14.CR,2,6159.60401680303,Other,2018
Area_He,2,6330.16742948378,Other,2018
Average_Temp,2,6119.54739701369,Other,2018
Max_Temp,2,6119.54739701369,Other,2018
Min_Temp,2,6119.54739701369,Other,2018
Average_Hum,2,6119.54739701369,Other,2018
Average_Evapotranspiration,2,6119.54739701369,Other,2018
Accumulated_degree_Days,2,6119.54739701369,Other,2018
B1_mean,2,6345.66751212156,Remote Sensing,2018
B2_mean,2,7168.1597427931,Remote Sensing,2018
B3_mean,2,6731.64359709887,Remote Sensing,2018
B4_mean,2,6962.19143968065,Remote Sensing,2018
B5_mean,2,7082.43781737304,Remote Sensing,2018
B6_mean,2,6343.09965625505,Remote Sensing,2018
B7_mean,2,6252.32738468821,Remote Sensing,2018
B8_mean,2,6610.68136896199,Remote Sensing,2018
B8A_mean,2,6241.17413906953,Remote Sensing,2018
B9_mean,2,6348.87497563313,Remote Sensing,2018
B10_mean,2,6389.55232977922,Remote Sensing,2018
B11_mean,2,6286.3921343124,Remote Sensing,2018
B12_mean,2,6717.08440047167,Remote Sensing,2018
EVI,2,6559.65911659495,Remote Sensing,2018
GNDVI,2,7076.79976567556,Remote Sensing,2018
NDVI,2,6534.67505144484,Remote Sensing,2018
VarietyCRIMSON,3,6525.96469950128,Other,2018
VarietyINIAGRAPEONE,3,6206.73269759798,Other,2018
VarietySABLE,3,6122.41198487966,Other,2018
VarietyTHOMPSON,3,6542.70810171668,Other,2018
VarietyTIMCO,3,6136.03903250572,Other,2018
FieldCRIMSON..99.00,3,6121.31220619729,Other,2018
FieldCRIMSON.04,3,6302.64420649879,Other,2018
FieldINIAGRAPE.ONE.14,3,6177.70962257305,Other,2018
FieldINIAGRAPE.ONE.15,3,6098.77843279441,Other,2018
FieldSABLE.14,3,6139.79588796935,Other,2018
FieldSABLE.16,3,6119.54739701369,Other,2018
FieldTHOMPSON.00,3,6127.45870673851,Other,2018
FieldTHOMPSON.07,3,6235.92083225248,Other,2018
FieldTHOMPSON.08,3,6168.31145636469,Other,2018
FieldTHOMPSON.96,3,6166.58744211038,Other,2018
FieldTIMCO.14.CR,3,6104.78558725423,Other,2018
Area_He,3,6297.93579150833,Other,2018
Average_Temp,3,6119.54739701369,Other,2018
Max_Temp,3,6119.54739701369,Other,2018
Min_Temp,3,6119.54739701369,Other,2018
Average_Hum,3,6119.54739701369,Other,2018
Average_Evapotranspiration,3,6119.54739701369,Other,2018
Accumulated_degree_Days,3,6119.54739701369,Other,2018
B1_mean,3,6903.62242119994,Remote Sensing,2018
B2_mean,3,6924.96595933054,Remote Sensing,2018
B3_mean,3,6817.14196782658,Remote Sensing,2018
B4_mean,3,6900.92542449702,Remote Sensing,2018
B5_mean,3,6978.19731033952,Remote Sensing,2018
B6_mean,3,6296.28150396146,Remote Sensing,2018
B7_mean,3,6458.06694948496,Remote Sensing,2018
B8_mean,3,6622.03046094175,Remote Sensing,2018
B8A_mean,3,6154.15672563345,Remote Sensing,2018
B9_mean,3,6183.28096726616,Remote Sensing,2018
B10_mean,3,6215.87409435522,Remote Sensing,2018
B11_mean,3,6307.87112677117,Remote Sensing,2018
B12_mean,3,6623.90423462063,Remote Sensing,2018
EVI,3,6544.34029882266,Remote Sensing,2018
GNDVI,3,6918.80782222133,Remote Sensing,2018
NDVI,3,6487.97058202382,Remote Sensing,2018
VarietyCRIMSON,4,6645.07651024737,Other,2018
VarietyINIAGRAPEONE,4,6347.22142553963,Other,2018
VarietySABLE,4,6406.15913876822,Other,2018
VarietyTHOMPSON,4,6733.8552509714,Other,2018
VarietyTIMCO,4,6099.85222310375,Other,2018
FieldCRIMSON..99.00,4,6200.7274489249,Other,2018
FieldCRIMSON.04,4,6424.94933725268,Other,2018
FieldINIAGRAPE.ONE.14,4,6233.35473674713,Other,2018
FieldINIAGRAPE.ONE.15,4,6113.64758290622,Other,2018
FieldSABLE.14,4,6135.96659762928,Other,2018
FieldSABLE.16,4,6562.27415673748,Other,2018
FieldTHOMPSON.00,4,6135.31728057073,Other,2018
FieldTHOMPSON.07,4,6192.84561284214,Other,2018
FieldTHOMPSON.08,4,6123.42221214379,Other,2018
